Category,Vector
1,[0. 0. 0. 4. 2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 21.  6.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.  2. 31.  1.  4.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[ 0.    0.    0.    4.75 18.  ]
1,[0. 1. 0. 5. 4.]
1,[ 0.  0.  0. 11.  5.]
1,[ 0.  0.  0. 15.  0.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 13.  2.]
1,[ 0.  0.  0.  0. 13.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 5.]
-1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 4.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  3. 13. 15.  4.]
1,[ 0.  0.  0. 10.  4.]
1,[0.  0.  1.  4.5 2. ]
1,[0. 1. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.          0.          0.          1.38461538 15.        ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 3.]
-1,[ 1.    0.   17.    1.25  7.  ]
1,[ 0.   0.   1.  11.5 12. ]
1,[0. 0. 0. 0. 7.]
-1,[ 0.  1. 10. 16.  2.]
1,[0. 0. 0. 0. 3.]
-1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 9. 4.]
-1,[ 0.  4. 18.  4.  8.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 31.  4.]
1,[1. 0. 0. 0. 1.]
-1,[ 0.   1.  31.   2.6  4. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.   2.  32.   1.6  2. ]
1,[0. 0. 0. 5. 1.]
1,[ 0.  0.  0. 22. 11.]
1,[1. 0. 0. 0. 3.]
1,[0. 1. 1. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[ 0.          0.          0.          2.33333333 25.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  2. 25.  7.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          2.         11.          6.66666667 11.        ]
1,[ 0.  0.  2.  7. 43.]
-1,[ 0.          3.         23.          0.81818182  3.        ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  1. 10.  3.]
1,[0. 0. 0. 0. 7.]
1,[ 0.  0.  0. 18.  3.]
1,[ 0.          1.          0.          6.33333333 19.        ]
1,[0. 1. 0. 0. 7.]
1,[ 0.  0.  1. 28.  1.]
1,[ 0.  0.  0. 25.  9.]
1,[ 0.  0.  0. 15.  0.]
1,[ 0.  0.  0. 11.  0.]
-1,[0. 0. 2. 0. 0.]
1,[ 0.  0.  0.  0. 14.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 27.  4.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0.  0. 14.]
-1,[ 0.          3.         23.          0.81818182  4.        ]
1,[ 0.   0.   1.  12.5  4. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 42.  7.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.    3.   12.    3.75  4.  ]
1,[0. 0. 0. 4. 1.]
-1,[ 0.  2. 18.  5.  9.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0.  0.  0.  2.5 0. ]
1,[ 0.  2.  0. 19.  2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0.  0.  0.  6.5 1. ]
1,[0. 0. 2. 0. 5.]
1,[0.  0.  0.  6.5 0. ]
1,[0. 0. 0. 6. 7.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.   2.  17.   3.5  9. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 1.]
1,[ 0.  0.  2. 21.  4.]
1,[0. 1. 0. 9. 6.]
-1,[ 0.  1. 28.  3.  8.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 2. 0. 0.]
1,[ 0.  0.  0. 19.  4.]
1,[ 0.   0.   0.   3.5 25. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
-1,[ 0.   2.  21.   5.5  4. ]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 5. 1.]
1,[0. 2. 0. 0. 4.]
1,[ 0.  0.  0. 10.  5.]
-1,[0.  0.  3.  3.8 4. ]
1,[ 0.  0.  1. 12.  9.]
1,[0. 0. 0. 8. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  2. 15.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 7. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 3. 6.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 11.  1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 9.]
1,[ 0.  0. 14. 24. 41.]
1,[0. 1. 1. 0. 6.]
1,[0. 0. 3. 9. 2.]
1,[0. 0. 0. 0. 1.]
1,[0.         2.         0.         7.33333333 9.        ]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 12.  0.  2.]
1,[ 0.  0.  1. 18.  3.]
1,[0. 0. 1. 0. 8.]
1,[0. 0. 0. 0. 5.]
-1,[ 0.  1. 11.  0.  2.]
1,[ 0.  1.  0. 69. 10.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 1. 0. 3.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 9. 7.]
1,[0. 3. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
-1,[ 0.  1. 21.  4.  6.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 1. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0.  0.  0.  8.5 4. ]
-1,[ 0.          2.         25.          2.16666667  6.        ]
1,[ 0.  0.  0. 20.  9.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  1. 28.  5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
-1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 4.]
1,[ 0.          0.          0.          7.66666667 25.        ]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 5. 0.]
1,[ 0.  0.  2.  0. 23.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 0. 3.]
1,[0.         0.         1.         3.66666667 0.        ]
1,[0. 1. 0. 0. 2.]
1,[0. 1. 1. 0. 7.]
-1,[ 0.  3. 19.  2.  8.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 8. 4. 5.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  1. 25.  3.]
1,[ 0.  0.  0. 10.  7.]
-1,[ 0.  2.  8. 11.  2.]
1,[0.         0.         0.         6.33333333 3.        ]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          3.         15.          5.66666667  6.        ]
1,[0. 0. 0. 0. 5.]
-1,[ 0.   3.  23.   1.8  1. ]
1,[ 0.  1.  0. 10.  7.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 30.  1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 1. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  2.  5. 15.  7.]
1,[0. 0. 0. 7. 1.]
1,[0. 0. 0. 6. 0.]
-1,[ 0.   2.  32.   1.6  2. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 22.  3.]
-1,[ 0.  2. 19.  0.  7.]
-1,[ 0.  1. 19.  0.  7.]
1,[ 0.          0.          0.          4.33333333 14.        ]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.          6.         11.          2.66666667  3.        ]
1,[0. 1. 1. 9. 2.]
1,[0. 1. 0. 0. 6.]
1,[ 0.   0.   1.   2.5 26. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 9. 0.]
1,[0. 0. 1. 0. 1.]
1,[0.  0.  0.  6.5 2. ]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 18.  1.]
1,[0. 0. 0. 0. 2.]
1,[0.  0.  0.  3.5 2. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 31.  5.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 5. 5.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0.         0.         0.         2.66666667 4.        ]
1,[ 0.  0.  0. 25. 15.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  1.  0. 21.  4.]
1,[0. 0. 5. 0. 2.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.   0.   1.  11.5  9. ]
1,[0. 1. 0. 0. 6.]
1,[0.  1.  0.  7.5 2. ]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0.  0. 14.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.   3.  15.   0.5  7. ]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 12.  9.]
-1,[1. 1. 0. 0. 9.]
1,[ 0.  0.  0.  0. 14.]
1,[0. 0. 0. 6. 6.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
-1,[ 1.  1. 14.  0.  4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  0.  5. 18.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  1.  1. 13.  1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 12. 15.]
1,[ 0.  0.  0. 12.  6.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 6. 5.]
1,[ 0.  0.  4. 16.  2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.          0.          0.          7.66666667 12.        ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 18.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 3.]
-1,[0.  3.  3.  0.5 3. ]
1,[ 1.  0.  0. 10.  4.]
1,[1. 0. 4. 0. 7.]
1,[0. 0. 3. 0. 5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 6.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 0.]
1,[0. 2. 0. 0. 0.]
1,[0. 0. 0. 9. 7.]
1,[0. 1. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 58. 12.]
1,[ 0.  0.  0. 24.  3.]
1,[0. 0. 1. 0. 6.]
1,[0.   0.   0.   6.75 8.  ]
-1,[ 0.  1. 20.  7.  3.]
1,[ 0.  0.  0.  0. 12.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 5. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 3. 0. 0. 1.]
1,[ 0.  0.  0. 16.  1.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 0. 2.]
-1,[ 0.          4.         19.          7.66666667  5.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.   2.  20.   2.2  6. ]
1,[0. 0. 1. 3. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 24.  1.]
1,[0. 0. 0. 9. 2.]
1,[0. 0. 1. 0. 2.]
-1,[0. 0. 7. 0. 7.]
1,[0.  0.  0.  5.4 5. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 20.  2.]
1,[0. 1. 0. 4. 0.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[0.         2.         4.         1.81818182 2.        ]
1,[0. 1. 0. 0. 0.]
1,[0. 0. 1. 0. 4.]
1,[ 0.          0.          1.          4.33333333 12.        ]
1,[0. 0. 0. 8. 1.]
1,[0. 0. 0. 9. 1.]
1,[ 0.  0.  2.  0. 10.]
1,[0. 2. 0. 0. 2.]
1,[0. 0. 1. 0. 4.]
1,[0. 1. 0. 6. 1.]
1,[0. 0. 0. 6. 3.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  2. 22.  3.  5.]
1,[0. 0. 0. 3. 1.]
-1,[ 0.          2.         23.          6.66666667  3.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 0.]
1,[0.  0.  0.  0.1 1. ]
1,[0. 0. 0. 8. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0.  0.  0.  6.5 0. ]
-1,[ 0.  4. 37.  6.  5.]
1,[0.  0.  0.  3.5 6. ]
1,[0. 0. 0. 0. 4.]
-1,[ 0.  2. 23.  1.  3.]
1,[ 0.  0.  0. 18. 10.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 6. 1.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.  1.  0. 17. 13.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.   2.  29.   3.2  3. ]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 5. 1.]
1,[0. 0. 0. 5. 7.]
1,[0. 0. 3. 0. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 5.]
1,[ 0.          0.          0.          2.66666667 21.        ]
1,[0. 0. 3. 0. 2.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 9. 6.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.          4.         19.          6.66666667  7.        ]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 1. 0. 2.]
-1,[ 0.  2. 25.  2.  6.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 14.  3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 10.  1.]
1,[ 0.  0.  0. 10.  4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 2. 0. 7.]
1,[1. 0. 0. 0. 2.]
1,[0. 0. 0. 9. 0.]
1,[1. 0. 0. 0. 3.]
1,[ 0.  0.  0.  0. 13.]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 0. 2.]
1,[ 0.  0.  0. 18.  2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0.  0.  0.  5.5 2. ]
1,[0. 0. 4. 0. 3.]
1,[0.         0.         1.         8.33333333 8.        ]
1,[0.         0.         2.         0.03846154 6.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 20.  3.]
1,[0. 0. 0. 7. 2.]
-1,[ 0.          3.         19.          5.33333333  5.        ]
1,[0. 1. 0. 6. 6.]
1,[0. 0. 0. 0. 3.]
1,[0.  0.  0.  7.5 5. ]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 16.  0.  4.]
1,[ 0.   0.   0.  12.5 10. ]
1,[0. 0. 0. 0. 0.]
1,[1. 0. 0. 0. 2.]
1,[0. 0. 0. 5. 3.]
1,[ 0.  0.  9.  0. 30.]
1,[1. 0. 0. 0. 1.]
-1,[ 0.  2. 22.  4.  8.]
-1,[ 0.  1. 28.  3.  8.]
1,[0. 0. 0. 8. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 20.  1.]
1,[ 0.  0.  0. 15.  3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 20.  8.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0.  0. 14.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  3.  0. 14.]
1,[0. 0. 0. 9. 6.]
1,[0. 0. 5. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 3. 1.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 7. 7.]
1,[0. 0. 0. 6. 6.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 19.  3.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 22.  1.]
-1,[ 0.  4. 18.  4.  8.]
1,[ 0.  0.  0. 11.  1.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 13.  7.]
-1,[ 0.  4. 33.  0.  5.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 17.  1.]
-1,[ 0.  1. 12.  0.  2.]
1,[0.         0.         0.         5.66666667 2.        ]
1,[0. 0. 0. 8. 3.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 11.  4.]
1,[0.  0.  0.  5.5 5. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0. 11.  5. 41.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  0. 14.  9.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 21.  8.]
1,[0. 0. 0. 8. 2.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          2.         18.          4.33333333  4.        ]
-1,[ 0.  1. 13.  0.  3.]
1,[ 0.  0. 11.  0.  3.]
1,[ 0.  0.  0. 15.  2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 2. 6. 4.]
1,[0. 0. 0. 6. 9.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 2. 0. 3.]
-1,[ 0.  2. 22.  0.  2.]
-1,[ 0.  2.  5. 15.  6.]
1,[ 0.    0.    0.    0.75 16.  ]
1,[0. 0. 0. 0. 0.]
-1,[0.         0.         0.         0.66666667 1.        ]
1,[0. 2. 0. 6. 3.]
1,[0.  0.  0.  4.5 1. ]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0. 10.  0. 26.]
1,[0. 0. 3. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  1.  0. 12.  3.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 2.]
1,[0. 1. 0. 5. 2.]
1,[ 0.  0.  0.  0. 12.]
1,[0. 0. 1. 0. 2.]
-1,[ 1.   3.  14.   3.5  4. ]
1,[ 0.  0.  0. 14.  3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 3.]
1,[0.  1.  0.  7.5 7. ]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 0. 3.]
1,[0.         0.         1.         8.33333333 8.        ]
1,[ 0.   1.   0.  11.5  3. ]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 2. 0. 2.]
1,[ 0.  0.  1. 24.  1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  1.  2. 21.  7.]
-1,[ 0.  1. 17.  0.  3.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 9. 3.]
1,[ 0.          0.          0.          1.66666667 10.        ]
1,[ 0.  0.  0. 18.  1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 6. 3.]
1,[0. 0. 0. 9. 3.]
1,[ 0.  0.  0. 10.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 7. 6.]
1,[ 0.  0.  0. 14.  3.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  2.  1. 65.  8.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 0.]
1,[0. 0. 0. 9. 4.]
1,[ 0.  0.  0. 12.  3.]
1,[0. 0. 1. 0. 1.]
1,[ 0.  0.  0. 21.  3.]
1,[ 0.  0.  0.  5. 10.]
1,[ 0.   1.   0.  10.5  8. ]
-1,[ 0.   1.  11.   6.5  1. ]
1,[0. 0. 0. 0. 2.]
1,[0. 2. 0. 0. 2.]
1,[0. 1. 0. 8. 1.]
1,[0. 1. 0. 2. 6.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 3. 1.]
1,[0. 1. 0. 6. 1.]
1,[0. 0. 0. 7. 3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 12.  4.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 6.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 8. 5.]
1,[ 0.  0.  0. 10.  3.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          1.         27.          3.66666667  4.        ]
1,[0. 0. 0. 9. 1.]
1,[ 0.  0.  0. 11.  5.]
-1,[ 0.          4.         16.          6.66666667  3.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 4. 1.]
-1,[ 0.  1. 11. 10.  0.]
1,[0. 1. 0. 8. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 24.  3.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 17. 10.  3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 2.]
-1,[ 0.  1. 15. 20.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 2. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 3. 0. 5.]
1,[ 0.  0.  0. 18.  9.]
-1,[ 0.  4. 21.  0.  3.]
1,[0. 0. 0. 0. 9.]
1,[ 0.  0.  0. 10. 13.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 9. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 3.]
-1,[ 0.  1.  0. 13.  5.]
-1,[ 0.  3. 18.  8.  1.]
-1,[ 0.  1. 15. 20.  3.]
-1,[0. 0. 2. 4. 3.]
-1,[ 0.  6. 18. 11.  9.]
-1,[ 0.   2.   2.  10.5  5. ]
-1,[ 0.    0.   21.    3.75  2.  ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 15.  0.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[ 0.   0.   0.  16.5  1. ]
1,[0. 0. 0. 0. 1.]
1,[0.         0.         1.         7.66666667 6.        ]
-1,[ 0.  1. 13.  0.  4.]
1,[ 0.  0.  0. 10. 23.]
1,[0. 0. 1. 0. 1.]
1,[0. 1. 0. 0. 2.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 14.  4.]
1,[0. 0. 0. 0. 1.]
-1,[0. 3. 7. 7. 4.]
-1,[1. 0. 0. 0. 5.]
1,[ 0.  0.  1. 20.  4.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 4. 5.]
1,[ 0.  0.  0.  0. 14.]
1,[0. 0. 0. 9. 2.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  2. 19.  1.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0.  0. 12.]
1,[ 0.  0.  0. 28.  4.]
1,[0. 0. 2. 0. 5.]
1,[0. 0. 0. 5. 3.]
1,[0.         0.         1.         0.33333333 2.        ]
1,[0. 0. 0. 0. 2.]
-1,[ 1.  2. 13. 12.  3.]
1,[0.  0.  2.  9.5 5. ]
1,[ 0.   0.  12.  14.5 10. ]
-1,[ 1.  0. 12.  0.  8.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.          3.         18.          5.33333333  5.        ]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0.  0. 11.]
1,[0.  0.  0.  8.5 3. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 11.  7.]
1,[ 0.  0.  0. 35.  6.]
1,[ 0.  0.  0. 15.  0.]
